case_identifier,case_title,document_title,document_type,party,argument_summary,legal_basis,key_keywords,court_followed,tribunal_reasoning
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Claimant,"The Claimant argued that the Respondent's actions, including the termination of contracts, constituted an expropriation of its contractual rights, violating Article III of the BIT.","BIT Art. III, BIT Art. I(2)(ii), BIT Art. I(2)(v), Turkmen ""Regulation About Preparation of Construction Contracting Agreements"" (SNT 1.06.01-06)","['expropriation', 'contractual rights', 'termination of contracts', 'Cabinet of Ministers', 'Arbitration Court', 'Article III BIT']",No,The Tribunal found that the termination of contracts was not based on instructions from the Cabinet of Ministers and that the decisions of the Arbitration Court did not amount to an unlawful expropriation.
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Claimant,"The Claimant contended that the Respondent's actions, including the Supreme Court's directive to the State Customs Service, resulted in an unlawful expropriation of its machinery and equipment, violating Article III of the BIT.","BIT Art. III, Decision of the Arbitration Court of Turkmenistan dated 18 Mar. 2010, Letter from the Supreme Court of Turkmenistan to the State Customs Service dated 9 June 2010","['expropriation', 'machinery and equipment', 'Arbitration Court', 'Supreme Court', 'State Customs Service', 'Article III BIT']",No,The Tribunal found that the Claimant failed to prove that the Supreme Court's directive was excessive and as such expropriatory.
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Claimant,"The Claimant argued that the Respondent's actions, including the operation of facilities without completing the handover procedure, constituted an unlawful expropriation of its ownership rights, violating Article III of the BIT.","BIT Art. III, Turkmen ""Regulation About Preparation of Construction Contracting Agreements"" (SNT 1.06.01-06), BIT Art. I(2)(ii), BIT Art. I(2)(v), Article 20.2 of the Contracts","['expropriation', 'ownership rights', 'handover procedure', 'Article III BIT', 'Regulation About Preparation of Construction Contracting Agreements']",No,"The Tribunal found the claim without merit, as the Claimant did not demonstrate that the alleged failure to comply with the handover procedures was attributable to the State."
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Claimant,"The Claimant argued that the Respondent's actions, including the termination of contracts, constituted a breach of the FET standard, violating Article II(1) and Article VI of the BIT.","BIT Art. II(2), BIT Art. VI, Agreement between the Republic of Turkmenistan and the Arab Republic of Egypt Concerning the Reciprocal Promotion and Protection of Investment dated 23 May 1995, Agreement between the Republic of Turkmenistan and the Kingdom of Bahrain Concerning the Reciprocal Promotion and Protection of Investment dated 9 Feb. 2011, Agreement between the Republic of Turkmenistan and the United Kingdom of Great Britain and Northern Ireland concerning the Reciprocal Promotion and Protection of Investment dated 15 June 1999","['FET', 'MFN clause', 'non-derogation clause', 'Article II BIT', 'Article VI BIT', 'similar situations']",No,The Tribunal found that the MFN clause did not allow the importation of substantive protections and that Article VI did not create any such entitlement.
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Claimant,"The Claimant argued that the Preamble of the BIT, which stated that fair and equitable treatment of investment is desirable, imposed an FET obligation on the Respondent.",Preamble of the Turkey-Turkmenistan BIT,"['FET', 'Preamble', 'fair and equitable treatment']",No,The Tribunal found that preambles do not create binding legal obligations.
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Claimant,"The Claimant argued that the Respondent's actions, including the alleged breaches of the Foreign Investment Law, violated general principles of international law.","General principles of international law, Turkmen Foreign Investment Law of 2008","['general principles of international law', 'rule of law', 'good faith', 'Foreign Investment Law']",No,The Tribunal found no basis in the BIT for the claims.
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Respondent,"The Respondent argued that the Claimant's claims were contract claims and not treaty claims, and therefore outside the Tribunal's jurisdiction.",Dispute resolution clauses of the Contracts,"['contract claims', 'treaty claims', 'jurisdiction', 'Arbitration Court of Turkmenistan']",Partial/Deferred,"The Tribunal considered the nature of the claims, and determined that it had jurisdiction over the claims, but that the claims were without merit."
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Respondent,"The Respondent argued that the Claimant had not made an ""investment"" within the meaning of Article 25 of the ICSID Convention and Article I(2) of the BIT.","ICSID Convention Art. 25, BIT Art. I(2), *Salini* test","['investment', 'Salini test', 'Article 25 ICSID Convention', 'Article I(2) BIT']",No,The Tribunal found that the Claimant had made an investment within the meaning of both Article 25 of the ICSID Convention and Article I(2) of the BIT.
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Respondent,"The Respondent argued that Article VII(2) of the BIT contained a mandatory domestic litigation requirement which the Claimant failed to comply with, and that the Tribunal therefore lacked jurisdiction.","BIT Art. VII(2), Vienna Convention on the Law of Treaties (VCLT) Art. 31, VCLT Art. 32, *Kilic* decision","['domestic litigation requirement', 'jurisdiction', 'Article VII(2) BIT', 'Vienna Convention', '*Kilic*']",Yes,"The Tribunal found that Article VII(2) of the BIT established a mandatory domestic litigation requirement, but that it related to the admissibility of the claim, not jurisdiction."
IDS-387,İçkale v. Turkmenistan,Award,Award (Final),Respondent,The Respondent argued that the Claimant's claims were inadmissible for failure to comply with the domestic litigation requirement in Article VII(2) of the BIT.,BIT Art. VII(2),"['domestic litigation requirement', 'admissibility', 'Article VII(2) BIT', 'futility exception']",No,"The Tribunal found that it would not be appropriate to require that the Claimant first submit the present dispute to local courts, given that the Contracting Parties and/or the General Prosecutor have already had recourse to the local courts, and given that all of the still ongoing contracts have been terminated by Turkmen courts. Consequently, the Tribunal found that the Claimant's claims must be considered admissible in the circumstances."
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,The majority incorrectly interprets Article VII(2) as an admissibility requirement rather than a jurisdictional one.,"Turkey-Turkmenistan Bilateral Investment Treaty Art. VII(2), ICSID Convention Art. 26, *Kilic* case, Wintershall Aktiengesellschaft v. Argentine Republic","['Article VII(2)', 'jurisdiction', 'admissibility', 'ICSID Convention', 'exhaustion of local remedies']",No,"The majority disagreed, stating that Article VII(2) sets out a procedure and does not affect jurisdiction."
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,"The majority's interpretation of Article VII(2) contradicts the ICSID Convention's Article 26, which allows for exhaustion of local remedies as a jurisdictional prerequisite.",ICSID Convention Art. 26,"['ICSID Convention', 'jurisdiction', 'exhaustion of local remedies', 'consent to arbitration']",No,The majority did not address or justify its alternative interpretation of Article 26.
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,"The majority's reliance on Jan Paulsson's article is misplaced, as it misconstrues the author's intent regarding the jurisdictional nature of local remedies exhaustion.","Jan Paulsson, ‘Jurisdiction and Admissibility'","['jurisdiction', 'admissibility', 'exhaustion of local remedies', 'Jan Paulsson']",No,The majority's interpretation of Paulsson's article was deemed incorrect by the dissenting judge.
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,The Claimant did not fulfill the requirements of Article VII(2) because it did not bring the dispute to Turkmen courts.,Turkey-Turkmenistan Bilateral Investment Treaty Art. VII(2),"['Article VII(2)', 'exhaustion of local remedies', 'Turkmen courts']",No,"The majority found that the requirement was met because essential aspects of the dispute had been litigated in Turkmen courts, even though the Claimant did not initiate the proceedings."
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,"The dispute is essentially contractual and should have been resolved through the contract's dispute resolution mechanism, not ICSID arbitration.",Contractual agreements,"['contractual dispute', 'ICSID jurisdiction', 'dispute resolution mechanism']",No,
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,The Claimant should have exhausted the dispute resolution mechanism set forth in the contracts.,Contractual agreements,"['contractual dispute', 'dispute resolution mechanism', 'exhaustion of remedies']",No,
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,The majority's conclusion that the Claimant's claims are not inadmissible for failure to comply with the domestic litigation requirement in Article VII(2) is incorrect.,Turkey-Turkmenistan Bilateral Investment Treaty Art. VII(2),"['Article VII(2)', 'admissibility', 'exhaustion of local remedies']",No,"The majority found that the requirement was met because essential aspects of the dispute had been litigated in Turkmen courts, even though the Claimant did not initiate the proceedings."
IDS-387,İçkale v. Turkmenistan,Partially Dissenting Opinion of Professor Philippe Sands,Dissenting Opinion,Claimant,The majority's approach of dispensing with the obligation of the investor to first take the dispute to national courts is incorrect.,Turkey-Turkmenistan Bilateral Investment Treaty Art. VII(2),"['Article VII(2)', 'exhaustion of local remedies', 'investor obligation']",No,"The majority found that the requirement was met because essential aspects of the dispute had been litigated in Turkmen courts, even though the Claimant did not initiate the proceedings."
IDS-387,İçkale v. Turkmenistan,Decision on Claimant's Request for Supplementary Decision and Rectification of the Award,Supplementary,Claimant,"The Claimant argued that the Tribunal should supplement the Award to include the value of five seawater pumps and cement, which were also expropriated by the Supreme Court Directive.","ICSID Convention Art. 49(2), ICSID Arbitration Rule 49","['supplementary decision', 'omitted question', 'seawater pumps', 'cement', 'expropriation', 'Supreme Court Directive']",No,"The Tribunal found that the claims for the seawater pumps and cement were not presented as part of the confiscation claim, and therefore the Tribunal did not omit deciding the issue."
